x,surface_ref,surface_mov_before,surface_mov_after,edge_margin_px,rotation_angle_deg
365,626.0,625.0,624.0,30,2.0
366,626.0,625.0,624.0,30,2.0
367,626.0,625.0,625.0,30,2.0
368,626.0,625.0,625.0,30,2.0
369,626.0,625.0,625.0,30,2.0
370,626.0,625.0,625.0,30,2.0
371,626.0,625.0,625.0,30,2.0
372,626.0,625.0,625.0,30,2.0
373,626.0,625.0,625.0,30,2.0
374,626.0,625.0,624.0,30,2.0
375,626.0,625.0,624.0,30,2.0
376,626.0,625.0,624.0,30,2.0
377,626.0,625.0,624.0,30,2.0
378,626.0,625.0,624.0,30,2.0
379,626.0,625.0,624.0,30,2.0
380,626.0,625.0,624.0,30,2.0
381,626.0,625.0,624.0,30,2.0
382,626.0,625.0,624.0,30,2.0
383,626.0,625.0,624.0,30,2.0
384,626.0,625.0,624.0,30,2.0
385,626.0,625.0,624.0,30,2.0
386,626.0,625.0,624.0,30,2.0
387,626.0,625.0,624.0,30,2.0
388,626.0,625.0,624.0,30,2.0
389,626.0,625.0,624.0,30,2.0
390,626.0,625.0,624.0,30,2.0
391,626.0,625.0,624.0,30,2.0
392,626.0,625.0,624.0,30,2.0
393,626.0,625.0,624.0,30,2.0
394,625.0,625.0,624.0,30,2.0
395,625.0,625.0,624.0,30,2.0
396,625.0,626.0,624.0,30,2.0
397,625.0,626.0,624.0,30,2.0
